{ 'src':'84.3.114.100', 'spt':'8784', 'dst':'68.8.8.74', 'dpt':'29392', 'app':'UDP', 'rs':'561', 'rl':'39', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'233.89.99.64', 'spt':'27839', 'dst':'73.8.8.86', 'dpt':'51704', 'app':'TCP', 'rs':'786', 'rl':'108', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'191.227.63.100', 'spt':'11114', 'dst':'54.8.8.144', 'dpt':'42339', 'app':'UDP', 'rs':'1378', 'rl':'150', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'204.178.142.57', 'spt':'48648', 'dst':'187.8.8.121', 'dpt':'51936', 'app':'UDP', 'rs':'993', 'rl':'184', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'33.188.233.222', 'spt':'19534', 'dst':'25.8.8.105', 'dpt':'2832', 'app':'UDP', 'rs':'831', 'rl':'6', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
{ 'src':'22.219.190.85', 'spt':'26957', 'dst':'125.8.8.62', 'dpt':'63700', 'app':'TCP', 'rs':'348', 'rl':'85', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
{ 'src':'11.122.147.76', 'spt':'19558', 'dst':'250.8.8.193', 'dpt':'15821', 'app':'TCP', 'rs':'256', 'rl':'163', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'16.228.100.172', 'spt':'39887', 'dst':'0.8.8.171', 'dpt':'5552', 'app':'TCP', 'rs':'824', 'rl':'120', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'252.30.58.46', 'spt':'52993', 'dst':'244.8.8.202', 'dpt':'52508', 'app':'UDP', 'rs':'1323', 'rl':'12', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'98.242.19.188', 'spt':'27217', 'dst':'90.8.8.159', 'dpt':'36833', 'app':'TCP', 'rs':'615', 'rl':'183', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'223.119.101.168', 'spt':'10759', 'dst':'63.8.8.243', 'dpt':'51097', 'app':'TCP', 'rs':'1556', 'rl':'137', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'204.177.187.42', 'spt':'49586', 'dst':'60.8.8.120', 'dpt':'30591', 'app':'TCP', 'rs':'116', 'rl':'189', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'217.128.139.254', 'spt':'30135', 'dst':'65.8.8.226', 'dpt':'19049', 'app':'TCP', 'rs':'407', 'rl':'45', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'71.186.225.129', 'spt':'27138', 'dst':'190.8.8.102', 'dpt':'40363', 'app':'UDP', 'rs':'1333', 'rl':'100', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'76.163.178.97', 'spt':'2257', 'dst':'44.8.8.160', 'dpt':'22063', 'app':'UDP', 'rs':'181', 'rl':'104', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'200.40.5.204', 'spt':'64392', 'dst':'192.8.8.212', 'dpt':'47300', 'app':'UDP', 'rs':'277', 'rl':'145', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'22.77.226.125', 'spt':'9560', 'dst':'252.8.8.175', 'dpt':'63156', 'app':'TCP', 'rs':'1225', 'rl':'170', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'106.87.190.161', 'spt':'43315', 'dst':'242.8.8.78', 'dpt':'29', 'app':'TCP', 'rs':'1046', 'rl':'175', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'120.38.13.118', 'spt':'22794', 'dst':'87.8.8.35', 'dpt':'25283', 'app':'TCP', 'rs':'1343', 'rl':'170', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'109.69.225.237', 'spt':'19893', 'dst':'212.8.8.167', 'dpt':'53857', 'app':'TCP', 'rs':'207', 'rl':'182', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'234.201.180.216', 'spt':'55112', 'dst':'73.8.8.198', 'dpt':'11835', 'app':'UDP', 'rs':'101', 'rl':'114', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'191.84.144.126', 'spt':'30947', 'dst':'182.8.8.1', 'dpt':'21171', 'app':'UDP', 'rs':'218', 'rl':'31', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'36.168.104.12', 'spt':'47361', 'dst':'163.8.8.58', 'dpt':'58439', 'app':'UDP', 'rs':'350', 'rl':'10', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'161.45.186.119', 'spt':'26923', 'dst':'136.8.8.142', 'dpt':'27001', 'app':'UDP', 'rs':'1005', 'rl':'62', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'166.150.13.87', 'spt':'44403', 'dst':'134.8.8.19', 'dpt':'31491', 'app':'UDP', 'rs':'1290', 'rl':'138', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'12.234.228.229', 'spt':'38821', 'dst':'3.8.8.151', 'dpt':'39697', 'app':'UDP', 'rs':'870', 'rl':'195', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'248.37.59.103', 'spt':'2528', 'dst':'128.8.8.28', 'dpt':'35951', 'app':'UDP', 'rs':'1213', 'rl':'93', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'125.143.12.72', 'spt':'23475', 'dst':'229.8.8.240', 'dpt':'19717', 'app':'TCP', 'rs':'1539', 'rl':'196', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'250.19.222.179', 'spt':'9426', 'dst':'98.8.8.117', 'dpt':'32424', 'app':'TCP', 'rs':'1509', 'rl':'35', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'120.151.49.30', 'spt':'59945', 'dst':'215.8.8.148', 'dpt':'20833', 'app':'UDP', 'rs':'138', 'rl':'49', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'101.209.135.33', 'spt':'13836', 'dst':'92.8.8.126', 'dpt':'59934', 'app':'TCP', 'rs':'1015', 'rl':'175', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'234.59.88.129', 'spt':'14008', 'dst':'225.8.8.231', 'dpt':'13880', 'app':'TCP', 'rs':'199', 'rl':'176', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'71.43.51.26', 'spt':'26200', 'dst':'54.8.8.241', 'dpt':'41615', 'app':'TCP', 'rs':'1324', 'rl':'184', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'52.100.137.156', 'spt':'13040', 'dst':'155.8.8.198', 'dpt':'24520', 'app':'UDP', 'rs':'861', 'rl':'94', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
{ 'src':'41.4.93.148', 'spt':'22575', 'dst':'144.8.8.229', 'dpt':'44674', 'app':'TCP', 'rs':'1250', 'rl':'120', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'166.9.175.254', 'spt':'49109', 'dst':'14.8.8.106', 'dpt':'55791', 'app':'UDP', 'rs':'759', 'rl':'109', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'36.140.3.106', 'spt':'1452', 'dst':'139.8.8.238', 'dpt':'33739', 'app':'UDP', 'rs':'1459', 'rl':'155', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'136.224.91.121', 'spt':'45932', 'dst':'239.8.8.67', 'dpt':'2422', 'app':'UDP', 'rs':'818', 'rl':'72', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'6.101.173.227', 'spt':'35264', 'dst':'109.8.8.199', 'dpt':'5036', 'app':'TCP', 'rs':'572', 'rl':'66', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'107.58.133.114', 'spt':'56310', 'dst':'82.8.8.156', 'dpt':'31184', 'app':'UDP', 'rs':'122', 'rl':'104', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'231.190.216.221', 'spt':'5422', 'dst':'223.8.8.107', 'dpt':'10624', 'app':'TCP', 'rs':'1432', 'rl':'36', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'236.168.42.189', 'spt':'44959', 'dst':'84.8.8.138', 'dpt':'61435', 'app':'UDP', 'rs':'784', 'rl':'174', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'225.199.253.52', 'spt':'25036', 'dst':'74.8.8.41', 'dpt':'62043', 'app':'UDP', 'rs':'879', 'rl':'41', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'247.251.203.252', 'spt':'22057', 'dst':'87.8.8.247', 'dpt':'65327', 'app':'TCP', 'rs':'854', 'rl':'21', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'108.27.160.244', 'spt':'30871', 'dst':'220.8.8.98', 'dpt':'34927', 'app':'TCP', 'rs':'208', 'rl':'47', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'241.132.241.84', 'spt':'53926', 'dst':'225.8.8.75', 'dpt':'15382', 'app':'TCP', 'rs':'829', 'rl':'138', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'119.110.194.52', 'spt':'19590', 'dst':'94.8.8.207', 'dpt':'47344', 'app':'TCP', 'rs':'733', 'rl':'21', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
{ 'src':'124.215.147.148', 'spt':'49137', 'dst':'227.8.8.58', 'dpt':'21882', 'app':'UDP', 'rs':'535', 'rl':'199', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'81.225.111.57', 'spt':'18275', 'dst':'41.8.8.248', 'dpt':'56922', 'app':'TCP', 'rs':'655', 'rl':'160', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'173.208.73.210', 'spt':'43277', 'dst':'165.8.8.253', 'dpt':'27729', 'app':'TCP', 'rs':'792', 'rl':'139', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
{ 'src':'43.85.155.62', 'spt':'30271', 'dst':'35.8.8.130', 'dpt':'13388', 'app':'UDP', 'rs':'1550', 'rl':'42', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'24.16.241.65', 'spt':'20598', 'dst':'136.8.8.214', 'dpt':'48720', 'app':'UDP', 'rs':'1420', 'rl':'121', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'22.148.69.171', 'spt':'64142', 'dst':'228.8.8.197', 'dpt':'56458', 'app':'UDP', 'rs':'261', 'rl':'68', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
{ 'src':'249.232.157.58', 'spt':'43982', 'dst':'241.8.8.149', 'dpt':'63062', 'app':'TCP', 'rs':'1353', 'rl':'54', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'119.109.239.38', 'spt':'42579', 'dst':'111.8.8.25', 'dpt':'45598', 'app':'TCP', 'rs':'1030', 'rl':'46', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'132.60.63.121', 'spt':'45947', 'dst':'235.8.8.157', 'dpt':'56768', 'app':'UDP', 'rs':'187', 'rl':'157', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'10.165.16.90', 'spt':'9789', 'dst':'113.8.8.8', 'dpt':'40821', 'app':'TCP', 'rs':'187', 'rl':'18', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'103.149.233.243', 'spt':'52837', 'dst':'206.8.8.246', 'dpt':'54982', 'app':'TCP', 'rs':'1175', 'rl':'73', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'203.106.193.129', 'spt':'2306', 'dst':'187.8.8.49', 'dpt':'62088', 'app':'UDP', 'rs':'1404', 'rl':'71', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'193.9.150.247', 'spt':'20011', 'dst':'56.8.8.181', 'dpt':'4284', 'app':'UDP', 'rs':'560', 'rl':'90', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'165.221.110.134', 'spt':'55634', 'dst':'149.8.8.164', 'dpt':'36699', 'app':'UDP', 'rs':'1251', 'rl':'194', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'146.24.69.8', 'spt':'6103', 'dst':'138.8.8.195', 'dpt':'62039', 'app':'TCP', 'rs':'462', 'rl':'52', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'32.230.148.220', 'spt':'58477', 'dst':'119.8.8.253', 'dpt':'57085', 'app':'TCP', 'rs':'1393', 'rl':'135', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'125.213.237.118', 'spt':'61525', 'dst':'108.8.8.29', 'dpt':'28098', 'app':'TCP', 'rs':'592', 'rl':'110', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
{ 'src':'241.244.194.236', 'spt':'21690', 'dst':'89.8.8.87', 'dpt':'47588', 'app':'TCP', 'rs':'134', 'rl':'21', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'119.222.147.205', 'spt':'41338', 'dst':'103.8.8.38', 'dpt':'53035', 'app':'UDP', 'rs':'551', 'rl':'38', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'244.99.102.57', 'spt':'42995', 'dst':'227.8.8.170', 'dpt':'3538', 'app':'UDP', 'rs':'631', 'rl':'113', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'113.231.185.36', 'spt':'42241', 'dst':'73.8.8.254', 'dpt':'21830', 'app':'UDP', 'rs':'218', 'rl':'200', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'94.33.16.166', 'spt':'20993', 'dst':'94.8.8.178', 'dpt':'13923', 'app':'UDP', 'rs':'312', 'rl':'37', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'92.165.98.18', 'spt':'18035', 'dst':'99.8.8.156', 'dpt':'31084', 'app':'TCP', 'rs':'1391', 'rl':'6', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'208.196.182.9', 'spt':'28212', 'dst':'200.8.8.113', 'dpt':'3721', 'app':'TCP', 'rs':'136', 'rl':'6', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'78.73.10.116', 'spt':'22782', 'dst':'181.8.8.171', 'dpt':'24821', 'app':'TCP', 'rs':'609', 'rl':'84', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
{ 'src':'187.131.96.246', 'spt':'11038', 'dst':'162.8.8.228', 'dpt':'37316', 'app':'TCP', 'rs':'1334', 'rl':'150', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'48.162.52.237', 'spt':'39883', 'dst':'151.8.8.5', 'dpt':'1007', 'app':'TCP', 'rs':'416', 'rl':'34', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
{ 'src':'149.246.140.124', 'spt':'40340', 'dst':'252.8.8.89', 'dpt':'24838', 'app':'UDP', 'rs':'1433', 'rl':'54', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'18.123.223.231', 'spt':'47782', 'dst':'233.8.8.146', 'dpt':'40494', 'app':'TCP', 'rs':'680', 'rl':'174', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'143.0.50.210', 'spt':'46764', 'dst':'103.8.8.23', 'dpt':'7678', 'app':'TCP', 'rs':'829', 'rl':'49', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'92.37.143.3', 'spt':'30638', 'dst':'195.8.8.135', 'dpt':'60963', 'app':'TCP', 'rs':'1462', 'rl':'190', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'105.243.95.215', 'spt':'64093', 'dst':'97.8.8.160', 'dpt':'17909', 'app':'TCP', 'rs':'591', 'rl':'182', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'174.179.62.19', 'spt':'64978', 'dst':'46.8.8.69', 'dpt':'18599', 'app':'TCP', 'rs':'1092', 'rl':'10', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'43.56.144.254', 'spt':'49073', 'dst':'179.8.8.46', 'dpt':'46313', 'app':'UDP', 'rs':'302', 'rl':'121', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'65.235.94.200', 'spt':'41020', 'dst':'160.8.8.104', 'dpt':'40511', 'app':'TCP', 'rs':'560', 'rl':'75', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'46.58.95.30', 'spt':'28658', 'dst':'149.8.8.156', 'dpt':'11496', 'app':'TCP', 'rs':'752', 'rl':'135', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'196.67.16.47', 'spt':'4488', 'dst':'36.8.8.191', 'dpt':'25915', 'app':'UDP', 'rs':'231', 'rl':'146', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'58.225.228.166', 'spt':'3009', 'dst':'49.8.8.142', 'dpt':'61354', 'app':'TCP', 'rs':'1377', 'rl':'85', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'182.102.55.145', 'spt':'7812', 'dst':'150.8.8.99', 'dpt':'64570', 'app':'UDP', 'rs':'878', 'rl':'79', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'36.159.14.20', 'spt':'35226', 'dst':'155.8.8.76', 'dpt':'30820', 'app':'TCP', 'rs':'766', 'rl':'24', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'49.111.93.232', 'spt':'29173', 'dst':'25.8.8.208', 'dpt':'51142', 'app':'UDP', 'rs':'193', 'rl':'175', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'166.142.49.95', 'spt':'6827', 'dst':'149.8.8.85', 'dpt':'32039', 'app':'TCP', 'rs':'1526', 'rl':'134', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'147.199.135.225', 'spt':'6422', 'dst':'138.8.8.116', 'dpt':'25827', 'app':'UDP', 'rs':'523', 'rl':'53', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
{ 'src':'81.118.76.241', 'spt':'34775', 'dst':'73.8.8.35', 'dpt':'65229', 'app':'TCP', 'rs':'660', 'rl':'132', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
{ 'src':'190.176.162.116', 'spt':'54510', 'dst':'173.8.8.119', 'dpt':'50269', 'app':'UDP', 'rs':'1561', 'rl':'37', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'59.53.245.223', 'spt':'33995', 'dst':'35.8.8.150', 'dpt':'45830', 'app':'UDP', 'rs':'804', 'rl':'197', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
{ 'src':'64.30.198.191', 'spt':'23291', 'dst':'167.8.8.1', 'dpt':'7527', 'app':'TCP', 'rs':'498', 'rl':'179', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'173.216.157.66', 'spt':'3742', 'dst':'148.8.8.58', 'dpt':'126', 'app':'TCP', 'rs':'845', 'rl':'147', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
{ 'src':'178.193.110.34', 'spt':'49247', 'dst':'26.8.8.36', 'dpt':'20658', 'app':'UDP', 'rs':'1134', 'rl':'78', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'159.251.196.164', 'spt':'16890', 'dst':'16.8.8.67', 'dpt':'5506', 'app':'UDP', 'rs':'1557', 'rl':'77', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'149.27.152.27', 'spt':'34415', 'dst':'140.8.8.199', 'dpt':'19300', 'app':'UDP', 'rs':'154', 'rl':'65', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'249.111.240.169', 'spt':'15436', 'dst':'121.8.8.1', 'dpt':'27839', 'app':'UDP', 'rs':'997', 'rl':'137', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'254.217.193.137', 'spt':'53425', 'dst':'102.8.8.59', 'dpt':'34279', 'app':'UDP', 'rs':'1504', 'rl':'99', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
{ 'src':'124.93.21.244', 'spt':'46659', 'dst':'92.8.8.90', 'dpt':'45006', 'app':'TCP', 'rs':'453', 'rl':'118', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'233.151.107.119', 'spt':'59468', 'dst':'208.8.8.249', 'dpt':'53277', 'app':'TCP', 'rs':'446', 'rl':'136', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'214.209.65.122', 'spt':'60730', 'dst':'197.8.8.25', 'dpt':'58657', 'app':'UDP', 'rs':'1230', 'rl':'58', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'116.234.141.55', 'spt':'9084', 'dst':'219.8.8.76', 'dpt':'1813', 'app':'TCP', 'rs':'110', 'rl':'122', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'240.111.223.162', 'spt':'3871', 'dst':'88.8.8.208', 'dpt':'10883', 'app':'UDP', 'rs':'827', 'rl':'132', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'150.110.169.84', 'spt':'20578', 'dst':'14.8.8.26', 'dpt':'40805', 'app':'TCP', 'rs':'669', 'rl':'5', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'52.135.244.18', 'spt':'14392', 'dst':'171.8.8.52', 'dpt':'35612', 'app':'UDP', 'rs':'190', 'rl':'144', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'177.12.200.253', 'spt':'53785', 'dst':'160.8.8.210', 'dpt':'45222', 'app':'UDP', 'rs':'846', 'rl':'74', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'70.63.149.70', 'spt':'26705', 'dst':'174.8.8.161', 'dpt':'40702', 'app':'UDP', 'rs':'1517', 'rl':'3', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'60.95.106.62', 'spt':'5564', 'dst':'11.8.8.144', 'dpt':'927', 'app':'UDP', 'rs':'1267', 'rl':'185', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'41.152.192.192', 'spt':'46855', 'dst':'144.8.8.250', 'dpt':'16402', 'app':'TCP', 'rs':'270', 'rl':'27', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'198.178.140.125', 'spt':'57598', 'dst':'46.8.8.20', 'dpt':'35114', 'app':'UDP', 'rs':'1210', 'rl':'150', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'179.235.226.0', 'spt':'25672', 'dst':'27.8.8.78', 'dpt':'16666', 'app':'UDP', 'rs':'155', 'rl':'137', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'136.245.190.165', 'spt':'2149', 'dst':'239.8.8.216', 'dpt':'22478', 'app':'UDP', 'rs':'215', 'rl':'193', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
{ 'src':'37.15.10.98', 'spt':'7047', 'dst':'252.8.8.167', 'dpt':'52788', 'app':'TCP', 'rs':'677', 'rl':'190', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'18.201.224.228', 'spt':'63209', 'dst':'130.8.8.144', 'dpt':'51957', 'app':'TCP', 'rs':'568', 'rl':'190', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
{ 'src':'16.78.51.208', 'spt':'5615', 'dst':'135.8.8.250', 'dpt':'64424', 'app':'UDP', 'rs':'353', 'rl':'103', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Japan' }
{ 'src':'252.136.137.83', 'spt':'40030', 'dst':'236.8.8.79', 'dpt':'1265', 'app':'TCP', 'rs':'342', 'rl':'43', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'10.87.216.167', 'spt':'4237', 'dst':'113.8.8.184', 'dpt':'43597', 'app':'UDP', 'rs':'173', 'rl':'186', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'79.22.56.99', 'spt':'42538', 'dst':'54.8.8.120', 'dpt':'19614', 'app':'TCP', 'rs':'504', 'rl':'32', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'51.234.16.240', 'spt':'50102', 'dst':'179.8.8.125', 'dpt':'19935', 'app':'TCP', 'rs':'276', 'rl':'181', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'176.111.99.92', 'spt':'60149', 'dst':'33.8.8.182', 'dpt':'15731', 'app':'TCP', 'rs':'1027', 'rl':'139', 'ipv':'IPv4', 'atz':'India', 'dtz':'Japan' }
{ 'src':'189.62.177.49', 'spt':'15463', 'dst':'37.8.8.160', 'dpt':'20088', 'app':'TCP', 'rs':'356', 'rl':'105', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'187.194.133.29', 'spt':'61425', 'dst':'18.8.8.217', 'dpt':'47738', 'app':'TCP', 'rs':'875', 'rl':'186', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'USA' }
{ 'src':'24.177.222.182', 'spt':'30796', 'dst':'8.8.8.249', 'dpt':'24954', 'app':'TCP', 'rs':'786', 'rl':'74', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Japan' }
{ 'src':'149.54.49.34', 'spt':'35791', 'dst':'141.8.8.226', 'dpt':'43825', 'app':'TCP', 'rs':'994', 'rl':'15', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'241.38.139.186', 'spt':'56316', 'dst':'113.8.8.183', 'dpt':'48809', 'app':'UDP', 'rs':'308', 'rl':'195', 'ipv':'IPv4', 'atz':'SriLanka', 'dtz':'Japan' }
{ 'src':'111.170.94.38', 'spt':'51082', 'dst':'214.8.8.140', 'dpt':'20576', 'app':'TCP', 'rs':'1111', 'rl':'4', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'124.121.173.250', 'spt':'23990', 'dst':'92.8.8.118', 'dpt':'52006', 'app':'TCP', 'rs':'396', 'rl':'9', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Japan' }
