{ 'src':'43.2.9.2', 'spt':'1031', 'dst':'8.1.10.7', 'dpt':'711', 'app':'TCP', 'rs':'943', 'rl':'28', 'ipv':'IPv4', 'atz':'India', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'168', 'app':'UDP', 'rs':'1342', 'rl':'126', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1028', 'dst':'8.2.10.7', 'dpt':'80', 'app':'TCP', 'rs':'1484', 'rl':'72', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1025', 'dst':'8.2.10.7', 'dpt':'1016', 'app':'UDP', 'rs':'577', 'rl':'180', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'London' }
{ 'src':'43.2.9.3', 'spt':'1036', 'dst':'8.2.10.7', 'dpt':'340', 'app':'UDP', 'rs':'1454', 'rl':'55', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1032', 'dst':'8.1.10.7', 'dpt':'818', 'app':'UDP', 'rs':'1522', 'rl':'24', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'155', 'app':'UDP', 'rs':'742', 'rl':'86', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1030', 'dst':'8.2.10.7', 'dpt':'387', 'app':'TCP', 'rs':'601', 'rl':'131', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1032', 'dst':'8.1.10.7', 'dpt':'506', 'app':'UDP', 'rs':'1330', 'rl':'155', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1032', 'dst':'8.2.10.7', 'dpt':'789', 'app':'UDP', 'rs':'1368', 'rl':'196', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'621', 'app':'UDP', 'rs':'878', 'rl':'1', 'ipv':'IPv4', 'atz':'India', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'754', 'app':'UDP', 'rs':'574', 'rl':'102', 'ipv':'IPv6', 'atz':'London', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'441', 'app':'TCP', 'rs':'1507', 'rl':'187', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1027', 'dst':'8.1.10.7', 'dpt':'315', 'app':'UDP', 'rs':'131', 'rl':'132', 'ipv':'IPv4', 'atz':'London', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1028', 'dst':'8.2.10.7', 'dpt':'92', 'app':'TCP', 'rs':'1492', 'rl':'108', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'244', 'app':'UDP', 'rs':'283', 'rl':'33', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'18', 'app':'UDP', 'rs':'1544', 'rl':'171', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1031', 'dst':'8.1.10.7', 'dpt':'360', 'app':'UDP', 'rs':'927', 'rl':'67', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'25', 'app':'UDP', 'rs':'301', 'rl':'82', 'ipv':'IPv6', 'atz':'London', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1036', 'dst':'8.1.10.7', 'dpt':'672', 'app':'UDP', 'rs':'1128', 'rl':'176', 'ipv':'IPv6', 'atz':'London', 'dtz':'London' }
{ 'src':'43.2.9.3', 'spt':'1029', 'dst':'8.2.10.7', 'dpt':'334', 'app':'TCP', 'rs':'438', 'rl':'135', 'ipv':'IPv4', 'atz':'India', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'619', 'app':'UDP', 'rs':'1425', 'rl':'50', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'771', 'app':'UDP', 'rs':'655', 'rl':'125', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'India' }
{ 'src':'43.1.9.3', 'spt':'1036', 'dst':'8.2.10.7', 'dpt':'859', 'app':'UDP', 'rs':'523', 'rl':'3', 'ipv':'IPv6', 'atz':'London', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1032', 'dst':'8.2.10.7', 'dpt':'5', 'app':'TCP', 'rs':'511', 'rl':'123', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'843', 'app':'UDP', 'rs':'743', 'rl':'73', 'ipv':'IPv6', 'atz':'London', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1033', 'dst':'8.2.10.7', 'dpt':'803', 'app':'TCP', 'rs':'402', 'rl':'82', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1032', 'dst':'8.1.10.7', 'dpt':'155', 'app':'TCP', 'rs':'772', 'rl':'139', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'974', 'app':'TCP', 'rs':'1313', 'rl':'98', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1031', 'dst':'8.1.10.7', 'dpt':'806', 'app':'UDP', 'rs':'270', 'rl':'169', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'London' }
{ 'src':'43.1.9.3', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'857', 'app':'TCP', 'rs':'291', 'rl':'148', 'ipv':'IPv4', 'atz':'London', 'dtz':'Denmark' }
{ 'src':'43.2.9.2', 'spt':'1036', 'dst':'8.2.10.7', 'dpt':'661', 'app':'TCP', 'rs':'1332', 'rl':'31', 'ipv':'IPv6', 'atz':'London', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'449', 'app':'TCP', 'rs':'1148', 'rl':'119', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'USA' }
{ 'src':'43.1.9.3', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'959', 'app':'UDP', 'rs':'679', 'rl':'80', 'ipv':'IPv6', 'atz':'London', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'442', 'app':'TCP', 'rs':'442', 'rl':'78', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'468', 'app':'TCP', 'rs':'1394', 'rl':'183', 'ipv':'IPv6', 'atz':'London', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1031', 'dst':'8.1.10.7', 'dpt':'382', 'app':'UDP', 'rs':'892', 'rl':'198', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'781', 'app':'UDP', 'rs':'428', 'rl':'87', 'ipv':'IPv4', 'atz':'India', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'468', 'app':'UDP', 'rs':'1455', 'rl':'138', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'994', 'app':'UDP', 'rs':'1083', 'rl':'158', 'ipv':'IPv6', 'atz':'London', 'dtz':'London' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'14', 'app':'TCP', 'rs':'1050', 'rl':'48', 'ipv':'IPv6', 'atz':'India', 'dtz':'London' }
{ 'src':'43.1.9.3', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'518', 'app':'TCP', 'rs':'1561', 'rl':'129', 'ipv':'IPv6', 'atz':'USA', 'dtz':'Denmark' }
{ 'src':'43.2.9.2', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'41', 'app':'TCP', 'rs':'1265', 'rl':'96', 'ipv':'IPv6', 'atz':'London', 'dtz':'Egypt' }
{ 'src':'43.2.9.2', 'spt':'1024', 'dst':'8.2.10.7', 'dpt':'172', 'app':'UDP', 'rs':'1511', 'rl':'111', 'ipv':'IPv6', 'atz':'India', 'dtz':'London' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'201', 'app':'UDP', 'rs':'411', 'rl':'53', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1030', 'dst':'8.2.10.7', 'dpt':'565', 'app':'UDP', 'rs':'1291', 'rl':'127', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1024', 'dst':'8.2.10.7', 'dpt':'409', 'app':'TCP', 'rs':'1314', 'rl':'99', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'London' }
{ 'src':'43.1.9.2', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'996', 'app':'TCP', 'rs':'1409', 'rl':'92', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'624', 'app':'TCP', 'rs':'1080', 'rl':'184', 'ipv':'IPv6', 'atz':'USA', 'dtz':'Argentina' }
{ 'src':'43.1.9.2', 'spt':'1025', 'dst':'8.1.10.7', 'dpt':'173', 'app':'TCP', 'rs':'308', 'rl':'27', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'London' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'334', 'app':'TCP', 'rs':'1559', 'rl':'25', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'411', 'app':'TCP', 'rs':'254', 'rl':'51', 'ipv':'IPv4', 'atz':'India', 'dtz':'Argentina' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'855', 'app':'TCP', 'rs':'542', 'rl':'200', 'ipv':'IPv6', 'atz':'India', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'1004', 'app':'TCP', 'rs':'620', 'rl':'43', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
{ 'src':'43.1.9.3', 'spt':'1030', 'dst':'8.2.10.7', 'dpt':'638', 'app':'TCP', 'rs':'1104', 'rl':'188', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1028', 'dst':'8.2.10.7', 'dpt':'433', 'app':'UDP', 'rs':'936', 'rl':'84', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'USA' }
{ 'src':'43.1.9.3', 'spt':'1032', 'dst':'8.2.10.7', 'dpt':'307', 'app':'TCP', 'rs':'151', 'rl':'110', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'London' }
{ 'src':'43.1.9.2', 'spt':'1029', 'dst':'8.2.10.7', 'dpt':'742', 'app':'TCP', 'rs':'250', 'rl':'113', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'Denmark' }
{ 'src':'43.2.9.3', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'500', 'app':'UDP', 'rs':'459', 'rl':'33', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'542', 'app':'UDP', 'rs':'835', 'rl':'99', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'799', 'app':'TCP', 'rs':'528', 'rl':'189', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1030', 'dst':'8.2.10.7', 'dpt':'760', 'app':'UDP', 'rs':'1450', 'rl':'97', 'ipv':'IPv4', 'atz':'London', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'1016', 'app':'UDP', 'rs':'1445', 'rl':'174', 'ipv':'IPv6', 'atz':'London', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1028', 'dst':'8.1.10.7', 'dpt':'816', 'app':'UDP', 'rs':'680', 'rl':'195', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'London' }
{ 'src':'43.1.9.3', 'spt':'1028', 'dst':'8.1.10.7', 'dpt':'725', 'app':'UDP', 'rs':'140', 'rl':'10', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1033', 'dst':'8.1.10.7', 'dpt':'40', 'app':'TCP', 'rs':'283', 'rl':'105', 'ipv':'IPv4', 'atz':'India', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'771', 'app':'TCP', 'rs':'1009', 'rl':'65', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'175', 'app':'TCP', 'rs':'402', 'rl':'144', 'ipv':'IPv4', 'atz':'India', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1025', 'dst':'8.1.10.7', 'dpt':'233', 'app':'UDP', 'rs':'308', 'rl':'121', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'29', 'app':'UDP', 'rs':'1555', 'rl':'147', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1028', 'dst':'8.2.10.7', 'dpt':'902', 'app':'TCP', 'rs':'912', 'rl':'194', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Denmark' }
{ 'src':'43.2.9.3', 'spt':'1027', 'dst':'8.1.10.7', 'dpt':'768', 'app':'TCP', 'rs':'879', 'rl':'131', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'524', 'app':'TCP', 'rs':'1443', 'rl':'16', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'London' }
{ 'src':'43.1.9.3', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'805', 'app':'UDP', 'rs':'954', 'rl':'92', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Denmark' }
{ 'src':'43.2.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'890', 'app':'UDP', 'rs':'475', 'rl':'110', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1033', 'dst':'8.1.10.7', 'dpt':'923', 'app':'TCP', 'rs':'303', 'rl':'18', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'USA' }
{ 'src':'43.1.9.3', 'spt':'1027', 'dst':'8.1.10.7', 'dpt':'912', 'app':'UDP', 'rs':'515', 'rl':'32', 'ipv':'IPv6', 'atz':'India', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1028', 'dst':'8.2.10.7', 'dpt':'111', 'app':'UDP', 'rs':'1137', 'rl':'19', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'Denmark' }
{ 'src':'43.2.9.3', 'spt':'1032', 'dst':'8.2.10.7', 'dpt':'752', 'app':'TCP', 'rs':'729', 'rl':'146', 'ipv':'IPv6', 'atz':'India', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'145', 'app':'TCP', 'rs':'893', 'rl':'3', 'ipv':'IPv4', 'atz':'London', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'230', 'app':'TCP', 'rs':'1168', 'rl':'50', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'46', 'app':'TCP', 'rs':'410', 'rl':'101', 'ipv':'IPv4', 'atz':'London', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1029', 'dst':'8.2.10.7', 'dpt':'55', 'app':'TCP', 'rs':'336', 'rl':'137', 'ipv':'IPv6', 'atz':'India', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'233', 'app':'UDP', 'rs':'1362', 'rl':'145', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'308', 'app':'UDP', 'rs':'945', 'rl':'135', 'ipv':'IPv4', 'atz':'London', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'847', 'app':'TCP', 'rs':'117', 'rl':'197', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'43.1.9.3', 'spt':'1026', 'dst':'8.2.10.7', 'dpt':'802', 'app':'UDP', 'rs':'157', 'rl':'170', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'611', 'app':'UDP', 'rs':'924', 'rl':'58', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1033', 'dst':'8.1.10.7', 'dpt':'20', 'app':'TCP', 'rs':'705', 'rl':'2', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'223', 'app':'UDP', 'rs':'1473', 'rl':'190', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'801', 'app':'UDP', 'rs':'1006', 'rl':'91', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'303', 'app':'TCP', 'rs':'466', 'rl':'67', 'ipv':'IPv4', 'atz':'London', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1028', 'dst':'8.2.10.7', 'dpt':'502', 'app':'UDP', 'rs':'385', 'rl':'71', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'996', 'app':'UDP', 'rs':'478', 'rl':'146', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1024', 'dst':'8.2.10.7', 'dpt':'204', 'app':'TCP', 'rs':'1255', 'rl':'172', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1024', 'dst':'8.2.10.7', 'dpt':'488', 'app':'TCP', 'rs':'860', 'rl':'160', 'ipv':'IPv4', 'atz':'USA', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1028', 'dst':'8.1.10.7', 'dpt':'534', 'app':'TCP', 'rs':'1560', 'rl':'84', 'ipv':'IPv6', 'atz':'London', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1036', 'dst':'8.1.10.7', 'dpt':'879', 'app':'TCP', 'rs':'431', 'rl':'43', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'87', 'app':'UDP', 'rs':'1377', 'rl':'38', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'940', 'app':'TCP', 'rs':'1322', 'rl':'111', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.2.9.2', 'spt':'1029', 'dst':'8.2.10.7', 'dpt':'291', 'app':'UDP', 'rs':'540', 'rl':'110', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'1003', 'app':'UDP', 'rs':'354', 'rl':'1', 'ipv':'IPv6', 'atz':'USA', 'dtz':'Denmark' }
{ 'src':'43.2.9.2', 'spt':'1036', 'dst':'8.2.10.7', 'dpt':'876', 'app':'TCP', 'rs':'641', 'rl':'162', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'London' }
{ 'src':'43.2.9.3', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'312', 'app':'TCP', 'rs':'466', 'rl':'39', 'ipv':'IPv6', 'atz':'London', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'346', 'app':'UDP', 'rs':'468', 'rl':'120', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'345', 'app':'TCP', 'rs':'948', 'rl':'150', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'94', 'app':'UDP', 'rs':'1518', 'rl':'191', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
{ 'src':'43.1.9.3', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'177', 'app':'UDP', 'rs':'933', 'rl':'174', 'ipv':'IPv6', 'atz':'USA', 'dtz':'India' }
{ 'src':'43.1.9.3', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'175', 'app':'TCP', 'rs':'236', 'rl':'20', 'ipv':'IPv6', 'atz':'London', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1028', 'dst':'8.1.10.7', 'dpt':'432', 'app':'TCP', 'rs':'1036', 'rl':'41', 'ipv':'IPv4', 'atz':'USA', 'dtz':'India' }
{ 'src':'43.1.9.3', 'spt':'1030', 'dst':'8.2.10.7', 'dpt':'862', 'app':'TCP', 'rs':'717', 'rl':'136', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'618', 'app':'TCP', 'rs':'276', 'rl':'188', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'790', 'app':'UDP', 'rs':'1330', 'rl':'197', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1033', 'dst':'8.1.10.7', 'dpt':'436', 'app':'TCP', 'rs':'642', 'rl':'168', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1031', 'dst':'8.1.10.7', 'dpt':'14', 'app':'TCP', 'rs':'1244', 'rl':'44', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'216', 'app':'UDP', 'rs':'1178', 'rl':'1', 'ipv':'IPv4', 'atz':'London', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1028', 'dst':'8.1.10.7', 'dpt':'110', 'app':'TCP', 'rs':'928', 'rl':'7', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1025', 'dst':'8.2.10.7', 'dpt':'1021', 'app':'TCP', 'rs':'615', 'rl':'45', 'ipv':'IPv6', 'atz':'USA', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'473', 'app':'TCP', 'rs':'1072', 'rl':'149', 'ipv':'IPv6', 'atz':'USA', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'67', 'app':'TCP', 'rs':'782', 'rl':'164', 'ipv':'IPv6', 'atz':'London', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1028', 'dst':'8.2.10.7', 'dpt':'981', 'app':'TCP', 'rs':'1123', 'rl':'77', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1025', 'dst':'8.1.10.7', 'dpt':'76', 'app':'TCP', 'rs':'947', 'rl':'143', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'587', 'app':'UDP', 'rs':'1274', 'rl':'46', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1027', 'dst':'8.1.10.7', 'dpt':'871', 'app':'TCP', 'rs':'1292', 'rl':'137', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.2.9.3', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'709', 'app':'TCP', 'rs':'115', 'rl':'136', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'India' }
{ 'src':'43.1.9.3', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'604', 'app':'UDP', 'rs':'1092', 'rl':'190', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1036', 'dst':'8.2.10.7', 'dpt':'791', 'app':'UDP', 'rs':'1194', 'rl':'159', 'ipv':'IPv6', 'atz':'London', 'dtz':'Argentina' }
{ 'src':'43.1.9.2', 'spt':'1036', 'dst':'8.1.10.7', 'dpt':'776', 'app':'UDP', 'rs':'1476', 'rl':'77', 'ipv':'IPv6', 'atz':'India', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'406', 'app':'UDP', 'rs':'1437', 'rl':'176', 'ipv':'IPv6', 'atz':'London', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'703', 'app':'TCP', 'rs':'322', 'rl':'6', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'London' }
{ 'src':'43.1.9.3', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'18', 'app':'UDP', 'rs':'1377', 'rl':'189', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'Argentina' }
